City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Vila Franca Do Campo,PT,2020-08-31 17:23:17,37.72,-25.43,78.8,74,20,16.11
298,Baghdad,IQ,2020-08-31 17:22:12,33.34,44.4,98.6,22,27,4.7
299,Vondrozo,MG,2020-08-31 17:26:20,-22.82,47.28,59.9,100,64,2.73
300,Hoima,UG,2020-08-31 17:26:20,1.44,31.34,66.97,90,93,2.19
301,Uinskoye,RU,2020-08-31 17:26:20,56.88,56.58,61.27,93,97,6.4
302,Upernavik,GL,2020-08-31 17:26:20,72.79,-56.15,38.37,80,86,4.61
303,Laguna,US,2020-08-31 17:26:20,38.42,-121.42,71.6,60,1,3.36
304,Norman Wells,CA,2020-08-31 17:24:47,65.28,-126.83,51.8,76,75,11.41
305,Badiraguato,MX,2020-08-31 17:26:21,25.37,-107.52,84.99,85,97,1.99
306,Bathsheba,BB,2020-08-31 17:26:21,13.22,-59.52,86.0,74,40,14.99
307,Komsomolskiy,UZ,2020-08-31 17:24:45,40.43,71.72,71.6,60,2,6.93
308,Shenjiamen,CN,2020-08-31 17:26:21,29.96,122.3,81.27,87,49,12.71
309,Mar Del Plata,AR,2020-08-31 17:24:16,-38.0,-57.56,48.2,57,40,11.41
310,Healdsburg,US,2020-08-31 17:25:18,38.61,-122.87,66.0,93,90,3.36
311,Batagay,RU,2020-08-31 17:26:22,67.63,134.63,42.48,72,41,1.14
312,Henties Bay,NA,2020-08-31 17:26:22,-22.12,14.28,57.0,79,0,5.99
313,Naryan-Mar,RU,2020-08-31 17:26:22,67.67,53.09,49.75,89,99,10.13
314,Luebo,CD,2020-08-31 17:26:22,-5.35,21.42,82.56,59,93,2.04
315,San Vicente,AR,2020-08-31 17:26:22,-26.62,-54.13,85.46,40,59,4.5
316,Namtsy,RU,2020-08-31 17:22:50,62.72,129.67,42.8,93,0,2.24
317,Radcliff,US,2020-08-31 17:26:23,37.84,-85.95,78.8,94,90,6.93
318,Chuzhou,CN,2020-08-31 17:25:51,32.32,118.3,82.0,89,69,3.02
319,Dwarka,IN,2020-08-31 17:26:23,22.24,68.97,82.08,79,100,14.74
320,Jaisalmer,IN,2020-08-31 17:26:23,26.91,70.92,78.44,88,99,20.31
321,Honningsvag,NO,2020-08-31 17:26:23,70.98,25.97,51.8,50,75,9.17
322,Monte Alegre,BR,2020-08-31 17:26:24,-2.01,-54.07,94.24,43,4,3.47
323,Fortuna,US,2020-08-31 17:24:16,40.6,-124.16,66.99,55,20,3.36
324,Kocevje,SI,2020-08-31 17:26:24,45.64,14.86,63.0,85,100,5.01
325,Pimenta Bueno,BR,2020-08-31 17:26:24,-11.67,-61.19,102.34,17,18,4.47
326,Saint-Prosper,CA,2020-08-31 17:26:24,46.21,-70.48,62.01,4,3,7.27
327,Charlestown,AU,2020-08-31 17:26:25,-32.95,151.67,59.0,71,95,1.99
328,Mayumba,GA,2020-08-31 17:26:25,-3.43,10.66,73.72,86,93,9.84
329,Ugoofaaru,MV,2020-08-31 17:26:25,5.67,73.0,83.05,75,73,9.19
330,Knysna,ZA,2020-08-31 17:26:25,-34.04,23.05,53.6,66,54,4.7
331,Barra Do Garcas,BR,2020-08-31 17:26:25,-15.89,-52.26,100.4,33,0,9.17
332,Aksarka,RU,2020-08-31 17:26:26,66.56,67.8,48.16,77,100,14.92
333,Lebedinyy,RU,2020-08-31 17:26:26,58.52,125.52,46.53,88,99,3.33
334,Elko,US,2020-08-31 17:26:26,41.0,-115.5,72.0,13,1,6.93
335,Bandarbeyla,SO,2020-08-31 17:24:13,9.49,50.81,77.38,80,0,30.67
336,Ranong,TH,2020-08-31 17:26:26,9.97,98.63,81.25,78,100,3.27
337,Benguela,AO,2020-08-31 17:26:27,-12.58,13.41,71.6,78,20,4.7
338,Izhmorskiy,RU,2020-08-31 17:26:27,56.19,86.64,56.34,93,8,8.21
339,Zakamensk,RU,2020-08-31 17:26:27,50.37,103.29,44.47,77,67,1.07
340,Cockburn Town,TC,2020-08-31 17:24:23,21.46,-71.14,87.8,66,40,9.17
341,Qaqortoq,GL,2020-08-31 17:26:27,60.72,-46.03,51.8,66,20,4.7
342,Lachi,PK,2020-08-31 17:26:28,33.38,71.34,75.33,79,100,6.89
343,Liverpool,GB,2020-08-31 17:23:27,53.41,-2.98,63.0,51,40,5.82
344,Ambon,ID,2020-08-31 17:26:28,-3.7,128.18,78.01,15,96,8.57
345,Shar,KZ,2020-08-31 17:26:28,49.59,81.05,65.44,48,0,6.04
346,Port Hawkesbury,CA,2020-08-31 17:26:28,45.62,-61.35,63.0,63,75,12.75
347,Cayenne,GF,2020-08-31 17:26:29,4.93,-52.33,89.6,59,75,12.75
348,Panyutyne,UA,2020-08-31 17:26:29,48.93,36.28,75.61,31,0,2.51
349,Praia,CV,2020-08-31 17:26:29,14.92,-23.51,84.2,62,75,14.99
350,Anadyr,RU,2020-08-31 17:26:29,64.75,177.48,28.4,92,80,6.71
351,Shu,KZ,2020-08-31 17:26:29,43.6,73.76,70.0,46,96,4.0
352,Sirawai,PH,2020-08-31 17:26:30,7.59,122.14,78.44,83,37,3.11
353,Maldonado,UY,2020-08-31 17:26:30,-34.67,-54.92,52.0,76,90,9.17
354,Westport,US,2020-08-31 17:24:23,41.14,-73.36,73.99,56,1,6.93
355,Manokwari,ID,2020-08-31 17:24:03,-0.87,134.08,78.98,70,93,2.21
356,Puro,PH,2020-08-31 17:26:30,12.48,123.38,80.67,81,66,6.76
357,Mookane,BW,2020-08-31 17:26:30,-23.69,26.66,62.33,66,58,12.93
358,Casino,AU,2020-08-31 17:26:31,-28.87,153.05,60.01,87,0,4.7
359,Libenge,CD,2020-08-31 17:26:31,3.65,18.63,75.87,88,76,1.41
360,Karratha,AU,2020-08-31 17:26:31,-20.74,116.85,74.5,40,86,8.52
361,Guerrero Negro,MX,2020-08-31 17:26:31,27.98,-114.06,77.61,55,0,6.73
362,Taoudenni,ML,2020-08-31 17:26:31,22.68,-3.98,105.31,22,68,6.73
363,Mahibadhoo,MV,2020-08-31 17:26:32,3.78,72.97,83.84,69,50,7.38
364,Kitimat,CA,2020-08-31 17:26:32,54.05,-128.65,53.6,93,90,12.75
365,Vao,NC,2020-08-31 17:26:32,-22.67,167.48,68.23,65,41,10.63
366,Talara,PE,2020-08-31 17:26:32,-4.58,-81.27,69.8,64,40,18.34
367,Pimentel,PE,2020-08-31 17:26:33,-6.84,-79.93,69.8,64,20,21.92
368,Urubicha,BO,2020-08-31 17:26:33,-15.38,-62.95,100.13,22,14,3.06
369,Cloquet,US,2020-08-31 17:26:33,46.72,-92.46,60.8,63,75,16.11
370,Ilam,NP,2020-08-31 17:26:33,26.92,87.92,78.8,94,75,2.24
371,Zeya,RU,2020-08-31 17:26:34,53.75,127.27,52.29,93,100,5.17
372,Garden City,US,2020-08-31 17:26:34,42.33,-83.33,79.0,50,40,10.29
373,Isiro,CD,2020-08-31 17:26:34,2.77,27.62,75.2,73,87,3.15
374,Kenai,US,2020-08-31 17:22:41,60.55,-151.26,55.4,71,75,24.16
375,Dondo,MZ,2020-08-31 17:26:34,-19.61,34.74,75.2,88,75,9.17
376,Yaan,NG,2020-08-31 17:26:35,7.38,8.57,79.29,88,88,3.33
377,Sao Joao Da Barra,BR,2020-08-31 17:24:51,-21.64,-41.05,82.4,61,2,16.11
378,Olafsvik,IS,2020-08-31 17:26:35,64.89,-23.71,53.28,80,96,9.91
379,Campbeltown,GB,2020-08-31 17:26:35,55.43,-5.61,59.0,67,41,20.8
380,Aquiraz,BR,2020-08-31 17:26:35,-3.9,-38.39,86.0,55,20,17.22
381,Severodvinsk,RU,2020-08-31 17:23:48,64.56,39.83,50.0,87,90,2.24
382,Kawalu,ID,2020-08-31 17:26:36,-7.38,108.21,71.38,88,96,0.72
383,Chipinge,ZW,2020-08-31 17:26:36,-20.19,32.62,58.17,92,85,6.62
384,Apatity,RU,2020-08-31 17:26:36,67.56,33.4,46.99,88,23,4.21
385,Townsville,AU,2020-08-31 17:26:36,-19.25,146.8,66.99,93,2,5.61
386,Saint-Denis,FR,2020-08-31 17:26:36,48.92,2.33,69.01,45,5,5.82
387,Tual,ID,2020-08-31 17:26:37,-5.67,132.75,79.02,87,57,17.87
388,Niquero,CU,2020-08-31 17:26:37,20.04,-77.58,87.48,65,4,4.83
389,Junin,AR,2020-08-31 17:25:20,-34.58,-60.94,57.99,47,100,1.99
390,Wamba,NG,2020-08-31 17:26:37,8.93,8.6,78.39,88,85,2.93
391,Arraial Do Cabo,BR,2020-08-31 17:26:37,-22.97,-42.03,77.0,78,39,17.22
392,Muzhi,RU,2020-08-31 17:26:38,65.37,64.67,46.11,94,100,15.88
393,Yar-Sale,RU,2020-08-31 17:26:38,66.83,70.83,47.03,76,100,14.88
394,Inongo,CD,2020-08-31 17:26:38,-1.95,18.27,74.08,84,92,1.97
395,Waw,SS,2020-08-31 17:26:39,7.7,28.0,76.24,79,75,0.07
396,Kokopo,PG,2020-08-31 17:26:39,-4.35,152.26,77.04,86,30,5.48
397,Akyab,MM,2020-08-31 17:24:16,20.15,92.9,80.42,86,100,4.61
398,Vilyuysk,RU,2020-08-31 17:26:40,63.76,121.62,48.54,86,53,3.49
399,Puerto Carreno,CO,2020-08-31 17:26:40,6.19,-67.49,86.0,62,40,4.7
400,Srednekolymsk,RU,2020-08-31 17:26:40,67.45,153.68,37.31,90,49,9.42
401,Businga,CD,2020-08-31 17:26:40,3.33,20.88,75.07,90,38,2.37
402,Mirabad,AF,2020-08-31 17:26:40,30.44,61.84,82.4,20,0,20.07
403,Touros,BR,2020-08-31 17:24:50,-5.2,-35.46,84.2,54,75,14.99
404,Yetkul,RU,2020-08-31 17:26:41,54.82,61.59,68.0,64,20,11.18
405,Magan,ES,2020-08-31 17:26:41,39.97,-3.93,82.0,21,90,5.14
406,Miami,US,2020-08-31 17:24:50,25.77,-80.19,91.99,59,75,7.54
407,Teya,RU,2020-08-31 17:26:41,60.38,92.63,54.18,91,100,4.52
408,Watsa,CD,2020-08-31 17:26:42,3.04,29.54,67.01,98,98,2.77
409,Lincoln,US,2020-08-31 17:21:43,40.8,-96.67,71.6,43,1,10.29
410,Bellary,IN,2020-08-31 17:26:42,15.15,76.93,81.43,65,55,11.45
411,Longonjo,AO,2020-08-31 17:26:42,-12.91,15.25,77.83,24,81,3.29
412,Tarko-Sale,RU,2020-08-31 17:26:42,64.92,77.78,53.01,80,97,1.01
413,Abilene,US,2020-08-31 17:26:25,32.45,-99.73,93.2,46,1,17.22
414,Dalbandin,PK,2020-08-31 17:26:43,28.89,64.41,86.56,12,10,7.76
415,Uruzgan,AF,2020-08-31 17:26:43,32.83,66.0,64.29,27,0,1.86
416,Black River,JM,2020-08-31 17:26:43,18.03,-77.85,89.01,74,20,14.99
417,Shelburne,CA,2020-08-31 17:24:22,44.08,-80.2,73.4,49,20,13.87
418,Birao,CF,2020-08-31 17:26:44,10.28,22.79,74.75,89,71,1.16
419,Biu,NG,2020-08-31 17:26:44,10.61,12.19,74.77,88,100,1.39
420,Derbent,RU,2020-08-31 17:26:44,42.07,48.29,72.86,64,0,10.27
421,Waipawa,NZ,2020-08-31 17:26:44,-41.41,175.52,55.4,76,100,21.92
422,Baturaja,ID,2020-08-31 17:26:45,-4.13,104.17,74.16,93,71,2.33
423,Port Blair,IN,2020-08-31 17:26:45,11.67,92.75,81.52,79,90,5.14
424,Kaitangata,NZ,2020-08-31 17:26:45,-46.28,169.85,41.0,80,100,7.0
425,Beyneu,KZ,2020-08-31 17:24:04,45.32,55.2,83.1,15,52,6.2
426,Jumla,NP,2020-08-31 17:26:45,29.27,82.18,62.33,71,72,0.94
427,Natal,BR,2020-08-31 17:23:46,-5.79,-35.21,84.2,54,75,21.92
428,Los Llanos De Aridane,ES,2020-08-31 17:26:46,28.66,-17.92,75.2,64,20,17.22
429,Baruun-Urt,MN,2020-08-31 17:23:45,46.68,113.28,51.85,86,58,18.16
430,Avera,US,2020-08-31 17:26:46,33.19,-82.53,86.0,74,75,6.93
431,Atar,MR,2020-08-31 17:26:46,20.52,-13.05,104.14,11,6,4.7
432,Marawi,PH,2020-08-31 17:26:35,8.0,124.29,78.01,86,94,4.0
433,Antalaha,MG,2020-08-31 17:23:41,-14.9,50.28,69.48,85,1,8.99
434,Aguimes,ES,2020-08-31 17:26:47,27.91,-15.45,78.8,54,20,24.16
435,Rochegda,RU,2020-08-31 17:26:47,62.8,43.25,48.78,84,95,4.41
436,Pahalgam,IN,2020-08-31 17:22:05,34.03,75.33,59.54,69,99,0.65
437,Mormugao,IN,2020-08-31 17:26:47,15.4,73.8,80.04,86,63,6.96
438,Umarkot,PK,2020-08-31 17:26:48,25.36,69.74,78.64,84,100,15.77
439,Sabang,ID,2020-08-31 17:24:43,5.89,95.32,80.98,83,97,24.67
440,Tarbes,FR,2020-08-31 17:26:48,43.25,0.17,69.8,49,0,8.05
441,Ayan,RU,2020-08-31 17:26:48,56.45,138.17,51.93,78,100,8.14
442,Sukumo,JP,2020-08-31 17:26:49,32.93,132.73,76.93,90,1,3.89
443,Severo-Kurilsk,RU,2020-08-31 17:23:25,50.68,156.12,47.86,83,8,8.72
444,Santa Isabel,BR,2020-08-31 17:26:49,-23.32,-46.22,80.6,57,38,9.17
445,Marsh Harbour,BS,2020-08-31 17:26:49,26.54,-77.06,86.59,66,21,8.75
446,Miri,MY,2020-08-31 17:26:49,4.41,114.01,77.0,94,20,2.24
447,Oktyabrskoye,RU,2020-08-31 17:26:49,43.06,44.74,69.01,59,0,8.95
448,North Platte,US,2020-08-31 17:26:50,41.12,-100.77,69.8,32,1,10.29
449,Vohibinany,MG,2020-08-31 17:26:50,-17.35,49.03,63.27,91,2,1.41
450,Bela,IN,2020-08-31 17:26:50,25.93,81.98,83.32,74,100,5.06
451,Winnemucca,US,2020-08-31 17:26:50,40.97,-117.74,71.6,10,1,5.82
452,Tiznit,MA,2020-08-31 17:26:51,29.58,-9.5,84.4,44,42,6.15
453,Canico,PT,2020-08-31 17:26:51,32.63,-16.85,75.2,57,20,14.99
454,Ust-Karsk,RU,2020-08-31 17:26:51,52.7,118.81,51.98,90,100,2.53
455,Nairn,GB,2020-08-31 17:26:51,57.58,-3.88,62.6,55,75,8.05
456,Lujan,AR,2020-08-31 17:26:51,-34.57,-59.1,57.99,45,100,4.0
457,Havre-Saint-Pierre,CA,2020-08-31 17:26:52,50.23,-63.6,59.0,62,75,10.29
458,Okhotsk,RU,2020-08-31 17:26:52,59.38,143.3,52.72,85,86,8.28
459,Lazaro Cardenas,MX,2020-08-31 17:23:10,17.96,-102.2,84.04,72,86,3.36
460,Vacha,RU,2020-08-31 17:26:52,55.8,42.77,70.45,59,36,10.78
461,Asuncion,PY,2020-08-31 17:22:31,-25.3,-57.64,71.6,56,91,10.29
462,Gorontalo,ID,2020-08-31 17:26:52,0.54,123.06,75.74,88,97,2.68
463,Rio Gallegos,AR,2020-08-31 17:26:53,-51.62,-69.22,48.2,49,40,23.04
464,Cimahi,ID,2020-08-31 17:26:53,-6.87,107.54,68.81,87,38,2.1
465,Hamada,JP,2020-08-31 17:26:53,34.88,132.08,81.0,31,14,5.17
466,Sinegorye,RU,2020-08-31 17:26:53,62.08,150.48,45.79,80,100,4.9
467,Cordeiro,BR,2020-08-31 17:26:53,-22.03,-42.36,84.63,41,5,4.52
468,Diego De Almagro,CL,2020-08-31 17:26:54,-26.37,-70.05,64.71,34,100,7.43
469,Nador,MA,2020-08-31 17:26:54,35.17,-2.93,78.8,61,20,10.29
470,Mayo,US,2020-08-31 17:26:54,38.89,-76.51,77.0,65,75,12.75
471,Egvekinot,RU,2020-08-31 17:26:54,66.32,-179.17,33.98,89,62,10.98
472,Tagusao,PH,2020-08-31 17:26:55,9.19,117.81,81.54,79,100,3.67
473,Broome,US,2020-08-31 17:26:55,42.25,-75.83,73.0,73,80,4.0
474,Dali,CN,2020-08-31 17:22:35,25.7,100.18,62.6,83,99,0.45
475,Saint-Georges,GD,2020-08-31 17:25:58,12.06,-61.75,80.6,88,75,8.93
476,Tuatapere,NZ,2020-08-31 17:26:55,-46.13,167.68,39.16,80,100,6.33
477,Geraldton,AU,2020-08-31 17:26:55,-28.77,114.6,66.2,68,90,14.99
478,Yarmouth,US,2020-08-31 17:26:56,41.71,-70.23,72.0,53,1,5.82
479,Bosaso,SO,2020-08-31 17:26:56,11.28,49.18,92.46,46,50,8.05
480,Necochea,AR,2020-08-31 17:26:56,-38.55,-58.74,48.0,61,38,10.0
481,Maragogi,BR,2020-08-31 17:26:56,-9.01,-35.22,78.94,70,8,12.55
482,Boma,GH,2020-08-31 17:26:57,7.08,-2.17,80.62,70,99,3.87
483,Victoria Point,AU,2020-08-31 17:26:57,-27.58,153.3,57.0,81,0,5.03
484,Kindu,CD,2020-08-31 17:26:57,-2.95,25.95,74.8,87,43,0.27
485,Sneek,NL,2020-08-31 17:22:50,53.03,5.66,63.0,70,27,1.01
486,Vila Velha,BR,2020-08-31 17:24:32,-20.33,-40.29,84.2,66,40,10.29
487,Drezdenko,PL,2020-08-31 17:26:57,52.84,15.83,64.0,67,47,1.01
488,Torbay,CA,2020-08-31 17:26:58,47.67,-52.73,64.99,72,75,32.21
489,Semey,KZ,2020-08-31 17:24:20,50.41,80.23,68.04,46,0,4.36
490,Montevideo,UY,2020-08-31 17:26:58,-34.83,-56.17,55.99,54,100,11.41
491,Sai Buri,TH,2020-08-31 17:26:05,6.7,101.62,80.74,78,74,1.77
492,Bontang,ID,2020-08-31 17:26:58,0.13,117.5,77.88,86,100,5.32
493,Jega,NG,2020-08-31 17:26:59,12.22,4.38,83.73,67,22,6.85
494,Pangnirtung,CA,2020-08-31 17:26:59,66.15,-65.71,53.6,71,75,12.75
495,Kasungu,MW,2020-08-31 17:26:59,-13.03,33.48,70.02,40,0,6.26
496,Garowe,SO,2020-08-31 17:26:59,8.41,48.48,88.07,37,0,16.51
497,Inta,RU,2020-08-31 17:27:00,66.03,60.17,46.38,94,100,2.51
498,Port Hueneme,US,2020-08-31 17:27:00,34.15,-119.2,66.99,77,90,3.36
499,Kloulklubed,PW,2020-08-31 17:27:00,7.04,134.26,75.2,94,90,4.7
500,Khor,RU,2020-08-31 17:27:00,47.89,134.95,55.38,72,0,8.88
501,Baraki Barak,AF,2020-08-31 17:27:00,33.97,68.95,73.08,44,69,12.68
502,Altay,CN,2020-08-31 17:27:01,47.87,88.12,59.76,45,0,3.74
503,Panjakent,TJ,2020-08-31 17:27:01,39.5,67.61,71.6,35,77,2.24
504,Jalu,LY,2020-08-31 17:27:01,29.03,21.55,94.05,16,0,10.67
505,Opole,PL,2020-08-31 17:27:01,50.5,18.0,62.01,83,71,4.0
506,Itacoatiara,BR,2020-08-31 17:27:01,-3.14,-58.44,92.64,52,35,0.81
507,Jalingo,NG,2020-08-31 17:27:02,8.88,11.37,78.42,85,98,2.77
508,Namatanai,PG,2020-08-31 17:27:02,-3.67,152.43,79.95,84,48,5.48
509,Joyabaj,GT,2020-08-31 17:27:02,14.99,-90.81,80.01,50,20,5.73
510,Uyuni,BO,2020-08-31 17:27:02,-20.46,-66.83,58.73,34,5,25.39
511,Esperance,AU,2020-08-31 17:27:03,-33.87,121.9,50.0,76,0,9.17
512,Ialibu,PG,2020-08-31 17:27:03,-6.28,143.99,54.41,97,99,2.1
513,Pangai,TO,2020-08-31 17:27:03,-19.8,-174.35,75.2,100,20,15.08
514,Svetlyy,RU,2020-08-31 17:27:04,54.67,20.13,62.01,77,20,6.71
515,Vrangel,RU,2020-08-31 17:26:10,42.73,133.08,59.14,82,16,11.68
516,Horasan,TR,2020-08-31 17:27:04,40.05,42.17,71.73,24,0,6.51
517,Hammond,US,2020-08-31 17:27:04,41.58,-87.5,80.01,47,1,13.87
518,Hofn,IS,2020-08-31 17:27:04,64.25,-15.21,51.8,100,90,9.17
519,San Policarpo,PH,2020-08-31 17:23:17,12.18,125.51,80.74,82,100,6.15
520,Goundam,ML,2020-08-31 17:27:05,16.41,-3.67,92.8,43,85,4.72
521,Werda,BW,2020-08-31 17:22:17,-25.27,23.28,54.63,29,0,5.5
522,Lloydminster,CA,2020-08-31 17:26:38,53.28,-110.0,53.6,50,20,17.22
523,Svetlogorsk,BY,2020-08-31 17:27:05,52.63,29.73,72.75,74,93,8.55
524,Ilebo,CD,2020-08-31 17:27:05,-4.32,20.58,81.19,62,85,1.63
525,Labuhan,ID,2020-08-31 17:27:05,-6.88,112.21,77.4,80,44,8.21
526,Yangjiang,CN,2020-08-31 17:27:05,21.85,111.97,80.96,81,3,1.1
527,Sandwick,GB,2020-08-31 17:27:06,60.0,-1.25,55.4,76,20,10.29
528,Beloha,MG,2020-08-31 17:26:33,-25.17,45.05,68.76,84,0,8.1
529,Grants,US,2020-08-31 17:24:04,35.15,-107.85,71.6,37,90,4.36
530,Bilibino,RU,2020-08-31 17:27:06,68.05,166.44,38.61,78,97,6.26
531,Kidal,ML,2020-08-31 17:27:06,18.44,1.41,97.86,25,20,8.59
532,Port Hardy,CA,2020-08-31 17:27:07,50.7,-127.42,53.6,100,90,2.24
533,Havre,FR,2020-08-31 17:27:07,49.58,0.33,62.6,59,22,9.17
534,Talakan,RU,2020-08-31 17:27:07,50.32,130.37,61.23,95,100,5.57
535,Miramar,US,2020-08-31 17:22:57,25.99,-80.23,95.0,55,40,5.82
536,Opuwo,NA,2020-08-31 17:27:07,-18.06,13.84,75.22,18,0,12.62
537,Sindor,RU,2020-08-31 17:27:08,62.86,51.89,48.47,97,96,3.67
538,Le Mars,US,2020-08-31 17:27:08,42.79,-96.17,71.6,43,1,5.82
539,Gornyy,RU,2020-08-31 17:27:08,55.12,83.91,57.36,80,0,6.06
540,Cairns,AU,2020-08-31 17:25:19,-16.92,145.77,69.8,73,75,9.17
541,Hervey Bay,AU,2020-08-31 17:27:08,-25.3,152.85,55.0,93,0,6.58
542,Shimoda,JP,2020-08-31 17:27:09,34.67,138.95,69.01,95,68,3.0
543,Seguela,CI,2020-08-31 17:27:09,7.96,-6.67,77.65,77,100,7.63
544,Athabasca,CA,2020-08-31 17:27:09,54.72,-113.29,55.29,61,29,9.44
545,Kuytun,RU,2020-08-31 17:27:09,54.34,101.5,49.19,97,12,7.09
546,Nyandoma,RU,2020-08-31 17:27:09,61.67,40.2,49.73,87,100,5.3
547,Emerald,AU,2020-08-31 17:27:10,-23.53,148.17,53.6,71,0,4.7
548,Tyler,US,2020-08-31 17:23:16,32.35,-95.3,91.4,59,75,9.17
549,Samarai,PG,2020-08-31 17:26:26,-10.62,150.67,77.47,88,85,17.87
550,Mustasaari,FI,2020-08-31 17:27:10,63.11,21.68,57.2,82,10,12.75
551,Wuchi,CN,2020-08-31 17:27:10,29.38,103.02,56.07,95,38,2.08
552,Margate,GB,2020-08-31 17:27:11,51.38,1.39,62.01,58,95,2.91
553,Olinda,BR,2020-08-31 17:24:04,-8.01,-34.86,82.4,65,40,17.22
554,Yumen,CN,2020-08-31 17:27:11,40.28,97.2,60.3,29,6,5.88
555,Colares,PT,2020-08-31 17:27:11,38.8,-9.45,82.99,26,8,9.17
556,Lashio,MM,2020-08-31 17:26:14,22.93,97.75,67.91,100,100,0.76
557,Jiayuguan,CN,2020-08-31 17:27:12,39.82,98.3,66.9,26,1,3.51
558,Gushi,CN,2020-08-31 17:27:12,34.64,109.58,69.37,60,0,3.58
559,Nyurba,RU,2020-08-31 17:27:12,63.28,118.33,48.33,88,21,4.97
560,Sinjar,IQ,2020-08-31 17:27:12,36.32,41.88,86.79,13,5,2.24
561,Fairbanks,US,2020-08-31 17:27:12,64.84,-147.72,55.4,76,75,5.82
562,Horsham,GB,2020-08-31 17:27:13,51.06,-0.33,64.99,48,93,5.82
563,Ixtapa,MX,2020-08-31 17:25:35,20.7,-105.2,82.4,78,90,5.82
564,Wadi Musa,JO,2020-08-31 17:27:13,30.32,35.48,75.54,63,2,3.27
